change_id,413_patch_lines,402_lines_deleted,408_previous_patches,414_lines_inserted,403_lines_changed,409_previous_buggy_patches,415_lines_removed,404_loc,410_file_age,405_file_lines,411_commit_time,406_time_of_day,412_full_path,401_lines_added,407_day_of_week,500_Buggy?
53383,0,50,78,20,26,26,65,85,1038,3677,'2005-10-12 12:05:59+00:00',12,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/publicscanner.java,0,3,0
53398,2024,0,144,25,0,10,0,25,1189,2115,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/abstractjavamodeltests.java,24,4,0
53405,2024,0,13,133,38,3,26,159,468,530,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/classfiletests.java,103,4,0
53412,2024,0,35,345,127,2,87,432,1079,751,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/compilationunittests.java,292,4,1
53428,2024,0,157,4,0,21,0,4,1317,1144,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/iproblem.java,3,4,1
53435,2024,0,42,22,7,22,4,26,632,1499,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/abstractcommentparser.java,16,4,0
53443,2024,7,39,100,80,7,52,152,695,752,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/javadocparser.java,53,4,1
53450,2024,0,1,9,2,1,1,10,2,158,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/javadoctagconstants.java,6,4,0
53459,2024,0,268,6,0,66,0,6,1590,5902,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/problem/problemreporter.java,5,4,0
53474,2024,0,17,11,0,3,0,11,1590,99,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/core/imember.java,10,4,0
53481,2024,0,51,11,0,9,0,11,1590,1052,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/core/itype.java,10,4,0
53488,2024,0,11,3,0,2,0,3,581,160,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/isourceelementrequestor.java,3,4,0
53494,2024,0,52,59,6,6,3,62,581,1525,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/sourceelementparser.java,47,4,0
53501,2024,0,0,118,0,0,0,118,0,142,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/sourcejavadocparser.java,117,4,0
53508,2024,0,23,12,0,3,0,12,1590,123,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/binarymember.java,11,4,0
53516,2024,0,122,32,0,13,0,32,1590,953,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/binarytype.java,31,4,0
53523,2024,0,63,5,0,3,0,5,1590,487,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/compilationunitstructurerequestor.java,4,4,0
53531,2024,0,38,17,11,1,10,27,1590,314,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/member.java,14,4,1
53541,2024,6,112,39,11,41,12,51,1590,1248,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/sourcemapper.java,22,4,0
53550,2024,0,131,24,0,11,0,24,1590,879,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/sourcetype.java,23,4,0
53559,0,2,31,21,0,1,3,24,1590,285,'2005-10-13 09:09:52+00:00',9,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/sourcetypeelementinfo.java,19,4,0
53569,0,0,13,34,2,0,1,35,321,700,'2005-10-14 08:47:29+00:00',8,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/compatibilityrulestests.java,32,5,0
53580,113,0,376,42,10,117,5,47,470,26028,'2005-10-14 10:30:54+00:00',10,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,36,5,0
53587,0,0,269,2,2,66,2,4,1591,5908,'2005-10-14 10:30:54+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/problem/problemreporter.java,0,5,0
53600,0,1,378,5,0,117,1,6,470,26060,'2005-10-14 11:03:27+00:00',11,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,4,5,0
53612,305,0,44,62,23,26,2,64,1148,3148,'2005-10-14 15:05:00+00:00',15,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/classfilereadertest.java,39,5,0
53627,0,35,65,75,35,26,51,126,1299,391,'2005-10-14 15:05:00+00:00',15,org.eclipse.jdt.core/model/org/eclipse/jdt/core/toolfactory.java,48,5,0
53645,1512,0,13,2,4,3,2,4,464,9695,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/astconverterast3test.java,0,5,0
53654,1512,0,69,2,4,27,2,4,1191,9873,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/astconvertertest.java,0,5,0
53661,1512,0,215,4,0,134,0,4,1592,2789,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core/batch/org/eclipse/jdt/internal/compiler/batch/main.java,3,5,0
53685,1512,0,158,2,0,22,0,2,1319,1148,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/iproblem.java,1,5,0
53693,1512,0,50,3,4,12,2,5,692,470,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/astnode.java,0,5,0
53701,1512,0,33,7,4,6,2,9,1592,132,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/labeledstatement.java,3,5,0
53709,1512,0,33,21,13,8,5,26,1592,262,'2005-10-14 22:44:41+00:00',22,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/codegen/label.java,12,5,1
53197,584,0,16,3,6,5,3,6,554,588,'2005-10-05 13:34:41+00:00',13,org.eclipse.jdt.core/dom/org/eclipse/jdt/internal/core/dom/rewrite/astrewriteformatter.java,0,3,0
53203,584,70,8,228,241,2,156,384,522,358,'2005-10-05 13:34:41+00:00',13,org.eclipse.jdt.core/dom/org/eclipse/jdt/internal/core/dom/rewrite/indents.java,29,3,0
53210,584,0,7,1,2,1,1,2,554,47,'2005-10-05 13:34:41+00:00',13,org.eclipse.jdt.core/dom/org/eclipse/jdt/internal/core/dom/rewrite/sourcemodifier.java,0,3,0
53218,0,0,31,2,2,4,2,4,1582,216,'2005-10-05 13:34:41+00:00',13,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/createtypememberoperation.java,0,3,0
53229,0,2,20,76,9,7,11,87,770,1397,'2005-10-07 00:05:27+00:00',0,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/assignmenttest.java,72,5,1
53240,76,0,367,3,6,114,3,6,462,25895,'2005-10-07 07:26:25+00:00',7,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,0,5,0
53255,0,0,13,3,4,1,4,7,168,178,'2005-10-07 07:26:25+00:00',7,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/capturebinding.java,1,5,0
53285,2564,0,23,25,11,9,9,34,773,1462,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/assignmenttest.java,20,1,0
53288,2564,0,71,5,8,10,5,10,1587,1609,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/assistparser.java,0,1,0
53291,2564,0,75,1,2,15,1,2,1587,1244,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/selectionparser.java,0,1,0
53296,2564,0,29,1,2,5,1,2,1587,270,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/and_and_expression.java,0,1,0
53302,2564,0,49,22,35,11,23,45,687,471,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/astnode.java,0,1,0
53309,2564,0,81,1,2,24,1,2,1587,439,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/abstractmethoddeclaration.java,0,1,0
53315,2564,0,49,1,2,7,1,2,1587,350,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/allocationexpression.java,0,1,0
53322,2564,0,47,1,2,10,1,2,1587,144,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/argument.java,0,1,0
53328,2564,0,37,2,4,7,2,4,1587,220,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/arrayreference.java,0,1,0
53336,2564,0,41,1,2,7,1,2,1532,198,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/assertstatement.java,0,1,0
53344,2564,0,63,14,15,11,8,22,1587,245,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/assignment.java,4,1,0
53351,2564,0,49,23,46,5,23,46,1587,1783,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/binaryexpression.java,0,1,0
53359,2564,0,35,3,6,3,3,6,1587,142,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/block.java,0,1,0
53366,2564,0,15,1,2,2,1,2,1587,62,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/branchstatement.java,0,1,0
53372,2564,0,18,1,2,2,1,2,909,142,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/casestatement.java,0,1,0
53378,2564,0,86,13,26,17,13,26,1587,493,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/castexpression.java,0,1,0
53385,2564,0,51,1,2,16,1,2,1587,348,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/compilationunitdeclaration.java,0,1,0
53392,2564,0,48,2,2,6,2,4,1587,180,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/compoundassignment.java,0,1,0
53400,2564,0,73,2,4,11,2,4,1587,473,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/conditionalexpression.java,0,1,0
53408,2564,0,40,2,4,4,2,4,1587,174,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/dostatement.java,0,1,0
53416,2564,0,18,1,2,2,1,2,1481,64,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/emptystatement.java,0,1,0
53423,2564,0,54,7,12,13,7,14,1587,503,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/equalexpression.java,0,1,0
53431,2564,0,44,2,4,6,2,4,1587,374,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/explicitconstructorcall.java,0,1,0
53439,2564,0,84,1,2,16,1,2,1587,907,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/expression.java,0,1,0
53447,2564,0,70,3,6,8,3,6,1587,282,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/fielddeclaration.java,0,1,0
53455,2564,0,87,3,6,10,3,6,1587,607,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/fieldreference.java,0,1,0
53462,2564,0,49,2,4,9,2,4,1587,331,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/forstatement.java,0,1,0
53469,2564,0,21,3,6,11,3,6,466,470,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/foreachstatement.java,0,1,0
53477,2564,0,48,3,6,13,3,6,1587,243,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ifstatement.java,0,1,0
53485,2564,0,34,1,2,8,1,2,1587,124,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/initializer.java,0,1,0
53491,2564,0,16,1,2,6,1,2,693,138,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/javadocfieldreference.java,0,1,0
53497,2564,0,32,2,4,6,2,4,1587,132,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/labeledstatement.java,0,1,0
53505,2564,0,49,4,8,9,4,8,1587,254,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/localdeclaration.java,0,1,0
53513,2564,0,96,2,4,11,2,4,1587,448,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/messagesend.java,0,1,0
53521,2564,0,28,1,2,5,1,2,1587,273,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/or_or_expression.java,0,1,0
53529,2564,0,68,2,4,10,2,4,1587,396,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/qualifiedallocationexpression.java,0,1,0
53537,2564,0,94,4,8,12,4,8,1587,999,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/qualifiednamereference.java,0,1,0
53546,2564,0,45,4,8,7,4,8,1587,233,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/returnstatement.java,0,1,0
53556,2564,0,77,7,14,14,7,14,1587,782,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/singlenamereference.java,0,1,0
53565,2564,0,36,1,2,10,1,2,1587,144,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/statement.java,0,1,0
53574,2564,0,57,2,4,13,2,4,1587,371,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/switchstatement.java,0,1,0
53582,2564,0,34,1,2,4,1,2,1587,194,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/synchronizedstatement.java,0,1,0
53589,2564,0,28,3,6,2,3,6,1587,124,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/thisreference.java,0,1,0
53597,2564,0,28,1,2,3,1,2,1587,79,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/throwstatement.java,0,1,0
53605,2564,0,82,2,4,15,2,4,1587,565,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/trystatement.java,0,1,0
53613,2564,0,107,10,20,26,10,20,1587,1329,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/typedeclaration.java,0,1,0
53620,2564,0,35,1,2,4,1,2,1587,307,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/unaryexpression.java,0,1,0
53628,2564,0,49,2,4,6,2,4,1587,238,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/whilestatement.java,0,1,0
53636,2564,0,90,1,2,9,1,2,1587,855,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/blockscope.java,0,1,0
53643,2564,0,54,1,2,11,1,2,1587,494,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/methodscope.java,0,1,0
53652,2564,0,320,39,74,146,39,78,1587,9408,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/parser.java,0,1,0
53660,2564,0,30,2,4,2,2,4,1587,201,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/recoveredfield.java,0,1,0
53668,2564,0,35,2,4,4,2,4,1587,237,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/recoveredinitializer.java,0,1,0
53676,2564,0,50,2,4,5,2,4,1587,488,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/recoveredmethod.java,0,1,0
53684,2564,0,52,6,12,6,6,12,1587,540,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/recoveredtype.java,0,1,0
53692,2564,0,31,2,4,3,2,4,1587,217,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/recoveredunit.java,0,1,0
53700,2564,0,137,2,4,95,2,4,1350,1559,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/defaultbindingresolver.java,0,1,0
53708,2564,0,28,1,2,5,1,2,1587,214,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetallocationexpression.java,0,1,0
53717,2564,0,33,1,2,6,1,2,1587,386,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetfieldreference.java,0,1,0
53726,2564,0,42,2,4,7,2,4,1587,353,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetmessagesend.java,0,1,0
53735,2564,0,58,4,8,13,4,8,1587,731,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetparser.java,0,1,0
53742,2564,0,45,2,4,7,2,4,1587,622,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetqualifiednamereference.java,0,1,0
53750,2564,0,27,1,2,3,1,2,1587,143,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetreturnstatement.java,0,1,0
53757,2564,0,41,2,4,7,2,4,1587,649,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/codesnippetsinglenamereference.java,0,1,0
53763,2564,0,171,2,4,91,2,4,849,5303,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/codeformattervisitor.java,0,1,0
53770,2564,0,17,4,8,3,4,8,579,1416,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/documentelementparser.java,0,1,0
53778,2564,0,51,5,10,6,5,10,579,1525,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/sourceelementparser.java,0,1,0
53787,2564,0,39,6,12,11,6,12,579,829,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/parser/sourcetypeconverter.java,0,1,0
53794,2564,0,7,1,2,0,1,2,362,254,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/binarytypeconverter.java,0,1,0
53802,2564,0,60,1,2,10,1,2,1341,750,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/hierarchy/hierarchyresolver.java,0,1,0
53808,2564,0,6,1,2,1,1,2,687,182,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/astnodefinder.java,0,1,0
53813,2564,0,20,2,4,3,2,4,265,1091,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/basicsearchengine.java,0,1,0
53821,2564,0,252,11,18,56,11,22,1587,2274,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/matching/matchlocator.java,0,1,0
53828,0,0,72,8,16,13,8,16,1587,384,'2005-10-10 10:29:41+00:00',10,org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/matching/matchlocatorparser.java,0,1,0
53840,136,0,13,13,0,5,0,13,334,3059,'2005-10-19 13:39:52+00:00',13,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/javadoctest_1_3.java,12,3,0
53848,136,0,16,13,0,5,0,13,407,3048,'2005-10-19 13:39:52+00:00',13,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/javadoctest_1_4.java,12,3,0
53854,136,0,19,13,0,3,0,13,407,2154,'2005-10-19 13:39:52+00:00',13,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/javadoctest_1_5.java,12,3,0
53860,136,0,44,2,4,22,2,4,638,1517,'2005-10-19 13:39:52+00:00',13,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/abstractcommentparser.java,0,3,0
53864,136,0,41,1,2,8,1,2,702,800,'2005-10-19 13:39:52+00:00',13,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/javadocparser.java,0,3,0
53872,0,0,1,3,4,1,3,6,6,118,'2005-10-19 13:39:52+00:00',13,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/compiler/sourcejavadocparser.java,0,3,0
