change_id,413_patch_lines,402_lines_deleted,408_previous_patches,414_lines_inserted,403_lines_changed,409_previous_buggy_patches,415_lines_removed,404_loc,410_file_age,405_file_lines,411_commit_time,406_time_of_day,412_full_path,401_lines_added,407_day_of_week,500_Buggy?
52565,74,0,343,23,0,102,0,23,431,23503,'2005-09-05 10:35:58+00:00',10,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,22,1,0
52581,0,0,25,3,4,1,3,6,1552,93,'2005-09-05 10:35:58+00:00',10,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/arrayqualifiedtypereference.java,0,1,0
52594,366,0,6,48,0,1,0,48,272,541,'2005-09-06 11:56:09+00:00',11,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/parser/annotationdietrecoverytest.java,46,2,0
52602,366,0,110,28,20,46,12,40,735,5633,'2005-09-06 11:56:09+00:00',11,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/annotationtest.java,15,2,0
52613,366,0,152,2,2,21,1,3,1280,1142,'2005-09-06 11:56:09+00:00',11,org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/iproblem.java,0,2,0
52391,0,0,341,25,0,101,0,25,420,23369,'2005-08-25 20:47:18+00:00',20,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,24,4,0
52402,93,0,130,29,2,24,1,30,1141,3415,'2005-08-26 13:59:03+00:00',13,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/classpathtests.java,27,5,0
52416,0,0,81,8,7,33,3,11,1542,1552,'2005-08-26 13:59:03+00:00',13,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/classpathentry.java,1,5,0
52425,0,0,14,30,33,7,12,42,1005,209,'2005-08-30 16:27:11+00:00',16,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/junit/extension/testcase.java,6,2,0
52435,134,0,42,31,0,3,0,31,425,2172,'2005-08-31 08:22:59+00:00',8,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/resolvetests_1_5.java,30,3,0
52454,0,9,117,32,49,20,29,61,1547,1268,'2005-08-31 08:22:59+00:00',8,org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/selectionengine.java,0,3,0
52479,515,4,1,34,0,1,5,39,138,32,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/runformattertests.java,32,3,0
52484,515,2,168,43,9,142,11,54,685,8436,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/formatter/formatterregressiontests.java,40,3,1
52501,515,0,0,3,0,0,0,3,0,6,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test593/a_in.java,2,3,0
52505,515,0,0,4,0,0,0,4,0,7,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test593/a_out.java,3,3,0
52511,515,0,0,3,0,0,0,3,0,6,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test594/a_in.java,2,3,0
52515,515,0,0,4,0,0,0,4,0,7,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test594/a_out.java,3,3,0
52519,515,0,0,6,0,0,0,6,0,6,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test595/a_in.java,5,3,0
52524,515,0,0,7,0,0,0,7,0,7,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test595/a_out.java,6,3,0
52529,515,0,0,6,0,0,0,6,0,6,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test596/a_in.java,5,3,0
52531,515,0,0,7,0,0,0,7,0,7,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core.tests.model/workspace/formatter/test596/a_out.java,6,3,0
52544,515,0,64,11,0,39,0,11,704,3384,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core/formatter/org/eclipse/jdt/core/formatter/defaultcodeformatterconstants.java,10,3,0
52552,515,1,165,58,61,89,13,71,810,5235,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/codeformattervisitor.java,0,3,0
52561,515,0,68,14,0,39,0,14,704,2309,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/defaultcodeformatteroptions.java,13,3,0
52569,515,0,91,5,5,52,3,8,832,1560,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/scribe.java,0,3,0
52578,0,0,25,9,0,10,0,9,832,408,'2005-08-31 16:07:59+00:00',16,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/align/alignment.java,8,3,0
52586,0,0,9,2,2,2,1,3,292,657,'2005-09-06 09:09:13+00:00',9,org.eclipse.jdt.core.tests.performance/src/org/eclipse/jdt/core/tests/performance/fullsourceworkspaceasttests.java,1,2,0
52597,0,0,1,5,0,1,0,5,7,198,'2005-09-06 18:10:27+00:00',18,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/executableutil.java,4,2,0
52605,0,0,15,55,0,7,0,55,432,1672,'2005-09-06 19:15:09+00:00',19,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/foreachstatementtest.java,54,2,1
52616,122,0,346,7,32,104,27,34,432,23787,'2005-09-07 08:47:08+00:00',8,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,0,3,0
52621,0,2,60,3,4,6,5,8,1554,669,'2005-09-07 08:47:08+00:00',8,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/typebinding.java,0,3,0
52637,0,0,349,2,4,106,2,4,433,23769,'2005-09-07 13:01:46+00:00',13,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,0,3,0
52647,0,0,1,28,28,1,1,29,0,2445,'2005-09-07 18:39:47+00:00',18,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/nullreferencetest.java,0,3,0
52655,0,31,2,416,615,1,367,783,1,2472,'2005-09-08 16:24:01+00:00',16,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/nullreferencetest.java,3,4,0
52671,5260,0,0,3039,0,0,0,3039,0,3393,'2005-09-08 20:30:24+00:00',20,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/codeformattervisitor2.java,3038,4,1
52674,5260,1,50,101,0,29,1,102,818,357,'2005-09-08 20:30:24+00:00',20,org.eclipse.jdt.core/formatter/org/eclipse/jdt/internal/formatter/defaultcodeformatter.java,92,4,0
52424,149,1,1,24,23,1,6,30,111,33,'2005-08-30 00:33:22+00:00',0,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/env/environmentfactory.java,1,2,1
52429,149,1,5,23,4,4,4,27,41,738,'2005-08-30 00:33:22+00:00',0,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/baseprocessorenv.java,19,2,1
52433,0,17,26,0,0,17,18,18,143,1088,'2005-08-30 00:33:22+00:00',0,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/processorenvimpl.java,0,2,0
52447,109,0,49,19,0,0,0,19,426,7618,'2005-08-31 13:07:31+00:00',13,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/completiontests_1_5.java,18,3,0
52466,109,15,47,0,0,3,17,17,1547,357,'2005-08-31 13:07:31+00:00',13,org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/engine.java,0,3,0
52471,0,0,38,14,14,9,1,15,1547,222,'2005-08-31 13:07:31+00:00',13,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/localtypebinding.java,0,3,0
52487,91,0,14,14,12,4,1,15,145,415,'2005-08-31 20:02:05+00:00',20,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationmirrorimpl.java,2,3,0
52495,91,0,6,6,4,3,1,7,145,198,'2005-08-31 20:02:05+00:00',20,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/typedeclarationimpl.java,1,3,0
52504,0,0,9,6,6,3,1,7,145,569,'2005-08-31 20:02:05+00:00',20,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/factory.java,0,3,0
52518,112,0,169,46,0,119,0,46,427,5908,'2005-09-01 13:35:05+00:00',13,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/astconverter15test.java,44,4,1
52534,0,0,43,3,4,3,2,5,427,474,'2005-09-01 13:35:05+00:00',13,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/typevariablebinding.java,0,4,0
52553,0,1,19,10,12,1,9,19,1253,192,'2005-09-02 12:40:06+00:00',12,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/javamodelcache.java,1,5,0
52563,0,0,342,110,2,101,1,111,431,23394,'2005-09-05 09:57:55+00:00',9,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,108,1,0
52577,846,0,131,149,2,24,1,150,1151,3443,'2005-09-05 11:39:04+00:00',11,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/classpathtests.java,147,1,0
52588,846,0,82,210,137,33,52,262,1552,1557,'2005-09-05 11:39:04+00:00',11,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/classpathentry.java,100,1,0
52595,846,0,287,2,2,50,1,3,1552,2822,'2005-09-05 11:39:04+00:00',11,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/javamodelmanager.java,0,1,0
52603,846,0,348,20,16,52,8,28,1552,3030,'2005-09-05 11:39:04+00:00',11,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/javaproject.java,9,1,0
52610,846,0,7,9,12,2,5,14,503,203,'2005-09-05 11:39:04+00:00',11,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/userlibrary.java,0,1,0
52614,0,2,7,14,12,4,9,23,695,110,'2005-09-05 11:39:04+00:00',11,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/xmlwriter.java,5,1,0
52625,87,0,347,10,22,105,20,30,433,23767,'2005-09-07 12:02:10+00:00',12,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,0,3,0
52632,0,2,61,1,2,6,4,5,1554,667,'2005-09-07 12:02:10+00:00',12,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/typebinding.java,0,3,0
52644,2590,0,350,61,120,106,61,122,433,23769,'2005-09-07 15:17:11+00:00',15,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,0,3,0
52652,0,0,0,2445,0,0,0,2445,0,9818,'2005-09-07 15:17:11+00:00',15,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/nullreferencetest.java,2444,3,0
52660,57,0,170,8,2,143,1,9,693,8505,'2005-09-08 20:29:56+00:00',20,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/formatter/formatterregressiontests.java,6,4,1
52667,57,0,0,7,0,0,0,7,0,7,'2005-09-08 20:29:56+00:00',20,org.eclipse.jdt.core.tests.model/workspace/formatter/test600/a_in.java,6,4,0
52672,0,0,0,7,0,0,0,7,0,7,'2005-09-08 20:29:56+00:00',20,org.eclipse.jdt.core.tests.model/workspace/formatter/test600/a_out.java,6,4,0
52687,99,0,12,31,6,0,4,35,287,673,'2005-09-09 13:18:22+00:00',13,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/compatibilityrulestests.java,26,5,0
52397,0,0,26,18,18,7,1,19,308,1261,'2005-08-26 13:26:26+00:00',13,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/varargstest.java,0,5,0
52439,2669,0,0,133,0,0,0,133,0,132,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/astbasedannotationelementdeclarationimpl.java,132,1,0
52441,2669,0,0,213,0,0,0,213,0,213,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/astbaseddeclarationimpl.java,212,1,0
52448,2669,0,0,123,0,0,0,123,0,122,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/astbasedfielddeclarationimpl.java,122,1,0
52452,2669,0,0,88,0,0,0,88,0,87,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/astbasedmemberdeclarationimpl.java,87,1,0
52458,2669,0,0,138,0,0,0,138,0,138,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/astbasedmethoddeclarationimpl.java,137,1,0
52462,2669,0,13,5,10,4,5,10,143,415,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationmirrorimpl.java,0,1,0
52468,2669,0,8,16,18,1,6,22,143,183,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationvalueimpl.java,1,1,0
52474,2669,0,5,97,44,0,9,106,143,67,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/binaryparameterdeclarationimpl.java,50,1,1
52478,2669,82,8,21,54,2,133,154,143,219,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/declarationimpl.java,1,1,0
52483,2669,0,0,193,0,0,0,193,0,197,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/eclipsedeclarationimpl.java,192,1,0
52486,2669,2,5,5,35,1,37,42,143,113,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/executabledeclarationimpl.java,0,1,0
52494,2669,0,0,198,0,0,0,198,0,212,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/executableutil.java,197,1,1
52500,2669,0,4,11,11,1,1,12,143,81,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/fielddeclarationimpl.java,0,1,0
52509,2669,23,2,0,0,0,24,24,143,24,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/ieclipseannotationvalue.java,0,1,0
52514,2669,2,8,2,77,1,80,82,143,196,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/memberdeclarationimpl.java,0,1,0
52523,2669,119,6,0,0,1,120,120,143,120,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/parameterdeclarationimpl.java,0,1,0
52528,2669,4,6,76,105,0,73,149,111,115,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/sourceparameterdeclarationimpl.java,22,1,0
52535,2669,0,4,40,51,3,24,64,41,722,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/baseprocessorenv.java,2,1,0
52543,2669,0,25,12,0,17,0,12,143,1076,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/processorenvimpl.java,11,1,0
52551,2669,0,3,34,0,1,0,34,143,103,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/errortype.java,33,1,0
52560,2669,0,4,9,4,0,1,10,143,146,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/declarationsutil.java,4,1,0
52568,2669,2,8,73,50,3,32,105,143,528,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/factory.java,44,1,0
52576,2669,0,5,5,8,0,5,10,143,115,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/sourcepositionimpl.java,0,1,0
52584,0,0,4,3,6,3,3,6,68,320,'2005-08-29 22:39:54+00:00',22,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/annotations/mirrortest/mirrordeclarationtestannotationprocessor.java,0,1,0
52592,73,0,17,20,2,4,1,21,956,679,'2005-09-06 13:55:46+00:00',13,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/mementotests.java,17,2,0
